Fri Oct 11 15:39:33 2024

<base> : Rectangle : 0m, 0m, 0m; 600nm, 20nm, 8nm. Cells : 150, 5, 2. Cellsize : 4nm, 4nm, 4nm
<supermesh> : Rectangle : 0m, 0m, 0m; 600nm, 20nm, 8nm. Cells : 120, 4, 2. Cellsize : 5nm, 5nm, 4nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (350nm, 0m, 0m; 360nm, 20nm, 8nm)			

0	-2.03451e-06	-0.000276693	0.0017985
5e-12	-1.09453e+10	1.17988e+09	-3.76667e+10
1e-11	-2.22205e+10	-3.73916e+10	-3.71569e+11
1.5e-11	-2.41588e+10	6.34418e+10	-3.23704e+11
2e-11	-1.47312e+10	-9.87363e+10	-2.01244e+11
2.5e-11	-2.22048e+10	-2.77764e+11	7.99739e+10
3e-11	-2.30212e+10	-3.5999e+11	1.2797e+11
3.5e-11	-1.47604e+10	-4.53555e+10	2.45776e+11
4e-11	-1.53741e+10	2.87623e+11	2.93638e+11
4.5e-11	-1.87456e+10	2.95535e+11	1.92204e+11
5e-11	-2.67509e+10	4.18625e+11	-1.01448e+11
5.5e-11	-4.14395e+10	5.68518e+11	-2.9517e+11
6e-11	-2.23383e+10	-1.36975e+11	-3.31607e+11
6.5e-11	-4.05846e+10	6.06358e+09	-7.54184e+11
7e-11	-3.269e+10	-4.03403e+11	-1.67242e+11
7.5e-11	-3.57932e+10	-6.27405e+11	4.29799e+11
8e-11	-4.79365e+10	-6.54559e+11	4.53541e+11
8.5e-11	-5.74578e+10	-2.11863e+11	8.20615e+11
9e-11	-5.14884e+10	1.55816e+11	6.88022e+11
9.5e-11	-6.14155e+10	6.15244e+11	3.97309e+11
1e-10	-9.71948e+10	1.23054e+12	2.20152e+10
1.05e-10	-9.7051e+10	9.57562e+11	-6.99126e+11
1.1e-10	-1.2854e+11	5.18058e+11	-1.27042e+12
1.15e-10	-1.11891e+11	-4.85862e+11	-1.18885e+12
1.2e-10	-1.56208e+11	-1.17509e+12	-9.15151e+11
1.25e-10	-1.74801e+11	-1.53027e+12	9.47575e+10
1.3e-10	-1.80039e+11	-1.36525e+12	8.80774e+11
1.35e-10	-2.5605e+11	-7.75156e+11	1.79318e+12
1.4e-10	-2.38249e+11	3.91305e+11	1.73653e+12
1.45e-10	-2.43626e+11	9.99216e+11	1.50442e+12
1.5e-10	-3.52256e+11	2.06482e+12	8.69062e+11
1.55e-10	-4.53222e+11	2.49875e+12	-5.25982e+11
1.6e-10	-5.43486e+11	2.32738e+12	-1.43589e+12
1.65e-10	-7.10142e+11	1.46849e+12	-2.79763e+12
1.7e-10	-8.57658e+11	-8.40754e+10	-3.57559e+12
1.75e-10	-1.01423e+12	-1.24175e+12	-3.56857e+12
1.8e-10	-1.10069e+12	-2.56776e+12	-3.0002e+12
1.85e-10	-1.41983e+12	-3.70143e+12	-2.31188e+12
1.9e-10	-1.74082e+12	-4.58171e+12	-1.6014e+12
1.95e-10	-1.96141e+12	-5.13047e+12	-2.82625e+11
2e-10	-2.27429e+12	-5.36046e+12	4.44861e+11
2.05e-10	-2.51902e+12	-5.25954e+12	1.64419e+12
2.1e-10	-2.77958e+12	-5.28577e+12	2.48311e+12
2.15e-10	-2.80913e+12	-4.65634e+12	3.40708e+12
2.2e-10	-2.97763e+12	-4.07467e+12	4.48139e+12
2.25e-10	-3.09357e+12	-3.24261e+12	5.20706e+12
2.3e-10	-2.96606e+12	-2.00604e+12	5.72241e+12
2.35e-10	-2.78193e+12	-5.17777e+11	5.80795e+12
2.4e-10	-2.76416e+12	4.71918e+11	5.89748e+12
2.45e-10	-2.62699e+12	2.05225e+12	5.34025e+12
2.5e-10	-2.64087e+12	3.10111e+12	4.74969e+12
2.55e-10	-2.72589e+12	3.93717e+12	4.1412e+12
2.6e-10	-3.03473e+12	4.88633e+12	3.60639e+12
2.65e-10	-3.18469e+12	5.59895e+12	2.67313e+12
2.7e-10	-3.5105e+12	6.14373e+12	1.96504e+12
2.75e-10	-3.33865e+12	6.31343e+12	8.14714e+11
2.8e-10	-3.36779e+12	6.33323e+12	-1.80236e+11
2.85e-10	-3.22117e+12	5.88878e+12	-1.54749e+12
2.9e-10	-3.08939e+12	5.48948e+12	-2.709e+12
2.95e-10	-2.86632e+12	4.82467e+12	-3.50995e+12
3e-10	-2.86528e+12	3.69133e+12	-4.55922e+12
3.05e-10	-2.94243e+12	2.93044e+12	-5.283e+12
3.1e-10	-2.93396e+12	1.8575e+12	-5.64249e+12
3.15e-10	-3.20907e+12	6.77824e+11	-6.19143e+12
3.2e-10	-3.28329e+12	-2.01633e+11	-6.15281e+12
3.25e-10	-3.53588e+12	-1.10227e+12	-6.27173e+12
3.3e-10	-3.46519e+12	-2.26698e+12	-5.9348e+12
3.35e-10	-3.33942e+12	-3.18262e+12	-5.32977e+12
3.4e-10	-3.16714e+12	-4.00126e+12	-4.54863e+12
3.45e-10	-3.1554e+12	-4.99846e+12	-3.65558e+12
3.5e-10	-3.01626e+12	-5.4505e+12	-2.67427e+12
3.55e-10	-3.12676e+12	-6.08404e+12	-1.23191e+12
3.6e-10	-2.8961e+12	-5.89477e+12	1.19411e+11
3.65e-10	-3.01889e+12	-5.87748e+12	1.121e+12
3.7e-10	-3.11761e+12	-5.78462e+12	2.07114e+12
3.75e-10	-3.13181e+12	-5.07218e+12	3.15685e+12
3.8e-10	-3.33872e+12	-4.77444e+12	4.0377e+12
3.85e-10	-3.32342e+12	-3.95564e+12	4.76343e+12
3.9e-10	-3.47483e+12	-3.18419e+12	5.4967e+12
3.95e-10	-3.32903e+12	-2.25496e+12	5.7822e+12
4e-10	-3.03003e+12	-6.83339e+11	5.86269e+12
4.05e-10	-3.10136e+12	4.6179e+11	6.12314e+12
4.1e-10	-3.00273e+12	1.62682e+12	5.79152e+12
4.15e-10	-2.99853e+12	2.8034e+12	5.40308e+12
4.2e-10	-3.00566e+12	3.90109e+12	4.58983e+12
4.25e-10	-3.00391e+12	4.4905e+12	3.94699e+12
4.3e-10	-3.34075e+12	5.33208e+12	3.44273e+12
4.35e-10	-3.31621e+12	5.75421e+12	2.50831e+12
4.4e-10	-3.35268e+12	6.07075e+12	1.40466e+12
4.45e-10	-3.42978e+12	6.2746e+12	5.00852e+11
4.5e-10	-3.38568e+12	6.23227e+12	-7.52833e+11
