Fri Oct 25 11:47:08 2024

<base> : Rectangle : 0m, 0m, 0m; 7um, 50nm, 5nm. Cells : 1400, 10, 1. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : 0m, 0m, 0m; 7um, 50nm, 5nm. Cells : 1400, 10, 1. Cellsize : 5nm, 5nm, 5nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (3.6um, 0m, 0m; 3.61um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (4um, 0m, 0m; 4.01um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (4.5um, 0m, 0m; 4.51um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (5.5um, 0m, 0m; 5.51um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (6.5um, 0m, 0m; 6.51um, 50nm, 5nm)			

0	-20565.5	107482	246127	15305.3	-247800	-313582	12687	-984434	418134	70526.5	-899039	-31887.2	139264	1.38466e+06	-1.2626e+06
5e-12	3.40745e+09	-2.65966e+11	1.02408e+11	-2.22764e+10	1.84838e+11	1.38376e+11	-9.34622e+09	5.65079e+10	-6.01036e+10	-6.49514e+09	1.32385e+10	-1.81703e+11	-1.52539e+10	2.29429e+11	2.02177e+11
1e-11	8.92156e+09	1.23747e+11	-2.5058e+11	-3.42034e+09	-2.02461e+10	-3.056e+11	-5.3564e+09	-5.7341e+09	-3.39773e+11	-8.71007e+09	-4.72552e+09	-1.10741e+11	-8.905e+09	2.33152e+11	-1.28398e+11
1.5e-11	6.56583e+10	-3.53387e+11	-8.01425e+10	9.04907e+09	-2.39414e+11	-2.72384e+10	4.5846e+09	-1.13346e+11	6.54303e+10	-1.54277e+10	3.09901e+11	-2.14837e+11	-6.68057e+09	-1.68623e+10	8.47671e+10
2e-11	1.41012e+11	5.21145e+11	1.32327e+11	-1.85404e+10	6.6263e+10	2.35834e+11	8.31536e+08	8.19285e+10	-1.92545e+11	-1.12847e+10	8.41055e+10	-9.02969e+10	-1.14756e+10	-1.41298e+11	-7.09458e+10
2.5e-11	2.18704e+11	-4.83609e+11	-4.20962e+11	4.27787e+09	9.22342e+10	1.10106e+10	-1.14179e+10	-8.03538e+10	-1.67694e+11	-1.71878e+10	-1.23139e+11	1.94648e+11	-5.21844e+09	-8.5958e+10	2.5266e+11
3e-11	2.48692e+11	8.20198e+11	1.23295e+11	-3.19586e+09	-1.54616e+11	-5.62061e+10	-1.30261e+09	1.63905e+11	3.78198e+11	-7.27931e+09	6.86886e+10	-1.66211e+11	-1.23125e+09	4.1778e+10	5.86054e+10
3.5e-11	2.57125e+11	-5.25497e+11	-3.91806e+11	5.42506e+09	4.42942e+11	1.66889e+11	-2.14748e+10	1.62803e+11	2.27309e+11	1.19612e+10	1.9271e+11	9.73634e+10	5.14683e+08	8.82876e+10	1.69578e+11
4e-11	2.3542e+11	5.49141e+11	2.00282e+11	-1.59202e+10	2.71784e+11	-2.21754e+10	-6.05468e+09	-9.37702e+10	-5.97756e+10	-3.8772e+09	-1.05898e+11	8.23171e+10	-1.76807e+10	-3.13721e+11	-6.72198e+10
4.5e-11	2.69547e+11	-6.61381e+11	-1.67026e+11	3.65038e+09	-1.71685e+09	-2.67058e+11	-1.30348e+10	-6.0904e+10	-3.37198e+10	2.81088e+09	-1.30674e+11	-2.90037e+10	-6.29013e+09	2.72364e+11	-1.49251e+11
5e-11	2.72502e+11	5.26416e+11	4.28739e+11	-3.62108e+10	2.08063e+11	-2.58688e+11	-8.93532e+09	1.57507e+11	-6.38677e+10	-1.3862e+10	-1.10445e+11	1.19985e+11	-9.29297e+09	1.84408e+11	1.14419e+11
5.5e-11	2.16409e+11	-5.00158e+11	-2.99324e+11	-1.05182e+10	-2.7545e+10	1.555e+11	-5.49256e+09	4.32011e+10	1.65974e+10	-8.79215e+09	-3.65189e+10	-1.24765e+11	1.23543e+09	-3.30319e+10	2.21645e+11
6e-11	2.6564e+11	7.16863e+11	-3.15845e+09	-3.41329e+09	1.47636e+11	6.76692e+10	-9.34475e+09	-1.00108e+11	1.96781e+11	9.00726e+09	2.21755e+11	-9.24493e+10	-6.62258e+09	-1.95819e+11	2.39043e+10
6.5e-11	2.58263e+11	-6.95438e+11	-1.45322e+11	9.35028e+08	-1.27025e+10	4.69469e+10	-1.48397e+10	-7.84236e+10	-2.11101e+10	-1.11763e+10	-2.02711e+11	-1.38263e+11	-1.50329e+10	2.00904e+11	-1.65159e+11
7e-11	1.89006e+11	4.02873e+11	2.46143e+11	-5.69745e+09	-2.45315e+11	-1.35476e+11	-3.69714e+08	-1.34222e+11	-1.98004e+11	3.71982e+08	6.02989e+10	-1.07523e+11	3.11258e+10	9.53012e+10	4.47803e+11
7.5e-11	1.5185e+11	-3.6491e+11	-4.01142e+11	4.95526e+09	7.14708e+10	-2.59791e+10	-1.03694e+10	-2.57973e+10	-4.82816e+10	1.16327e+10	8.87391e+10	3.04525e+11	1.55323e+10	-1.35124e+10	3.54195e+11
8e-11	2.93159e+11	4.08732e+11	3.97302e+11	-1.95326e+10	-3.6645e+09	3.87245e+10	-1.40491e+10	7.67388e+10	-3.9297e+10	-3.94988e+09	-2.63654e+10	1.94316e+11	-8.64358e+09	-8.49252e+10	1.44537e+11
8.5e-11	3.27362e+11	-3.94106e+11	-5.78345e+11	-1.3053e+10	-1.06652e+11	2.96288e+08	-9.74353e+09	2.06772e+11	-1.51529e+11	-1.5653e+10	-3.49483e+10	-2.02528e+11	1.10225e+10	1.91759e+11	-1.49044e+11
9e-11	2.04993e+11	4.29265e+11	3.24397e+11	8.13164e+08	-2.19459e+11	6.04709e+10	-4.74311e+09	1.7017e+10	6.98887e+10	5.68539e+09	-2.11772e+11	1.57428e+11	-5.18059e+09	-7.62919e+10	1.10164e+11
9.5e-11	9.12722e+10	-2.93274e+11	-1.13223e+11	-1.72821e+10	-1.14162e+11	1.9192e+11	-1.2887e+10	-1.24553e+11	8.5532e+10	9.07586e+08	2.31421e+11	1.11433e+11	-1.6062e+10	-1.77601e+11	5.18413e+10
1e-10	2.38369e+11	4.15971e+11	5.83273e+11	-1.22187e+10	-1.21685e+11	1.37453e+11	3.61026e+09	-1.12728e+11	-8.89129e+10	-1.34436e+09	-1.4653e+11	1.93985e+11	6.47818e+09	9.80758e+10	-6.56648e+08
1.05e-10	1.87323e+11	-1.58959e+11	-6.59397e+11	5.13601e+09	7.88284e+10	3.52921e+11	1.95428e+09	1.02842e+11	8.75328e+10	-1.32508e+10	-1.67484e+11	-2.77991e+10	3.82951e+10	-2.80203e+11	2.3162e+11
1.1e-10	2.19357e+11	-1.31352e+11	5.45092e+11	-1.54823e+10	5.79957e+10	-1.89975e+11	-2.85153e+10	-4.52136e+10	-2.11103e+11	2.97271e+09	-5.98477e+10	-2.48158e+10	-2.59415e+10	7.08089e+10	-2.08245e+11
1.15e-10	2.23372e+11	2.72369e+11	-5.83118e+11	-7.6262e+09	-7.42535e+09	-7.1267e+10	-1.08266e+10	1.27547e+11	-9.6263e+10	5.84296e+09	8.84758e+10	1.41653e+11	5.62187e+09	-5.62768e+10	-2.14414e+11
1.2e-10	2.6158e+11	-2.80523e+11	5.07838e+11	-7.2626e+09	-1.70421e+11	-6.37604e+10	2.59875e+09	1.6392e+11	1.81085e+11	-1.17126e+10	-9.45348e+10	2.38989e+10	-9.95019e+09	6.88643e+10	-1.18149e+10
1.25e-10	3.27726e+11	4.7665e+11	-7.26988e+11	-1.84097e+10	2.67152e+11	-9.0897e+10	2.27648e+09	-3.323e+10	-3.81384e+10	-2.72019e+09	-7.31462e+10	-3.33778e+10	-2.75473e+09	2.05592e+10	-6.2534e+10
1.3e-10	2.74118e+11	-4.27491e+11	5.68903e+11	-7.8907e+09	-2.26497e+10	2.82318e+11	-6.67566e+09	-5.56981e+08	-1.74703e+11	-1.84177e+10	-6.58377e+10	1.96028e+10	-1.91481e+10	-2.67312e+10	-6.16867e+10
1.35e-10	2.28743e+11	3.99285e+11	-4.14617e+11	-4.52756e+09	-4.70321e+10	1.17321e+11	-1.94361e+09	-8.89372e+10	8.58829e+09	7.68911e+09	-6.88708e+10	1.21707e+11	-9.20475e+09	-1.73359e+10	-5.13539e+10
1.4e-10	2.13051e+11	-6.53009e+11	1.43884e+11	5.23182e+08	-7.38574e+10	-1.30436e+11	-2.4127e+09	-2.42919e+11	9.79104e+10	1.94248e+10	-9.93089e+10	4.39259e+11	-8.09721e+09	2.59901e+10	-4.83232e+10
1.45e-10	3.07415e+11	7.98e+11	-7.01467e+10	-9.0449e+08	2.58752e+10	7.24451e+10	-3.31218e+10	3.16326e+11	2.11374e+11	-6.60129e+09	4.84112e+10	-2.57557e+11	-8.71709e+09	1.84858e+10	-5.46686e+09
1.5e-10	1.41836e+11	-4.29743e+11	1.89136e+10	-9.58828e+09	-1.9945e+11	-4.00327e+10	-8.63426e+09	-2.8741e+10	-3.75077e+11	-3.85605e+10	-6.17267e+10	2.63831e+11	-3.77341e+09	-1.43984e+10	-1.79077e+11
1.55e-10	1.95613e+11	5.70802e+11	-6.65971e+10	-1.32799e+09	-1.08754e+11	1.01809e+11	4.43459e+09	-1.00804e+11	8.84442e+09	-8.03701e+09	-6.86331e+10	1.09504e+10	6.86835e+08	-2.61839e+10	1.40972e+11
1.6e-10	2.41245e+11	-4.94355e+11	1.88159e+11	-1.58377e+10	-1.64513e+10	1.1824e+11	-1.14406e+10	-1.28956e+11	-1.70115e+11	-2.41564e+10	1.3274e+11	5.73296e+10	-8.25571e+09	1.02602e+11	-2.11694e+10
1.65e-10	2.25482e+11	6.01752e+11	-3.15043e+11	1.35438e+10	1.91109e+11	2.25456e+11	-1.3875e+10	2.31893e+11	-1.34204e+11	-8.32458e+09	-1.59344e+11	-2.55362e+11	-2.5695e+10	1.15794e+11	2.91332e+11
1.7e-10	2.93108e+11	-5.3242e+11	3.24672e+11	-3.51584e+09	4.68747e+10	2.26188e+10	-1.21732e+10	2.67962e+10	-4.51012e+10	3.90988e+09	-1.86029e+11	2.89293e+11	3.85441e+09	-8.09708e+10	1.37535e+11
1.75e-10	4.24386e+11	9.7289e+11	-9.67304e+10	8.45756e+09	5.86204e+10	-1.28263e+10	-1.59327e+10	-2.2073e+11	-8.83741e+10	-1.13593e+10	3.19227e+10	-1.01455e+11	-2.23901e+10	6.92057e+10	-7.9163e+10
1.8e-10	2.72347e+11	-6.69057e+11	-2.84102e+11	1.26387e+08	7.31359e+10	4.93143e+10	2.34096e+10	-2.81634e+11	-2.87522e+11	8.08754e+08	5.50261e+10	2.39731e+11	-1.96033e+10	1.69274e+11	-1.91117e+11
1.85e-10	2.76537e+11	6.80502e+11	1.53755e+11	1.07893e+10	-1.07576e+09	3.0643e+11	-1.6278e+10	-1.03343e+11	8.07095e+10	-2.29403e+10	2.1574e+11	4.11924e+10	-1.63153e+10	-1.3129e+10	6.04273e+10
1.9e-10	3.07671e+11	-8.58865e+11	-1.92453e+11	-1.20743e+10	-2.19652e+11	-9.13164e+09	-1.17208e+10	1.24905e+11	2.34244e+11	-1.42272e+10	9.06809e+10	-1.20638e+11	-1.54517e+09	1.73402e+11	-7.97267e+10
1.95e-10	3.43637e+11	8.44061e+11	2.88458e+11	-1.30968e+10	-1.59258e+11	-2.37971e+11	-6.95472e+09	-3.57755e+11	8.21426e+10	-1.16427e+10	-2.13929e+11	-8.10827e+10	-2.30634e+10	-2.99683e+11	1.8989e+11
2e-10	3.70856e+11	-7.78529e+11	-3.55422e+11	-2.53782e+10	-1.0458e+11	2.50516e+11	-5.8699e+09	-5.64673e+10	7.51712e+10	-1.45548e+09	-5.90574e+10	-1.57454e+11	6.001e+09	-1.31595e+10	5.83701e+10
2.05e-10	3.59743e+11	6.3849e+11	5.09047e+11	-1.41742e+10	-8.00493e+10	9.8656e+09	-7.89731e+09	-2.23533e+11	-7.33193e+10	1.23216e+10	1.19794e+11	5.60895e+10	-1.59749e+10	-7.06877e+10	-3.35078e+10
2.1e-10	1.96192e+11	-4.2953e+11	-2.76597e+11	9.96069e+08	2.06495e+11	-3.07961e+11	-2.03455e+09	2.00718e+11	2.17674e+11	-1.91766e+10	-6.60135e+10	1.26168e+11	-2.50969e+09	-1.27427e+11	-5.28244e+09
2.15e-10	2.79183e+11	4.72531e+11	5.16895e+11	9.07591e+09	-1.16101e+11	4.251e+10	-6.03452e+09	-1.439e+11	1.61431e+11	-1.34189e+10	4.99838e+09	3.89431e+09	-3.41851e+10	-2.83993e+11	1.40865e+11
2.2e-10	2.92986e+11	-2.11652e+11	-6.18933e+11	4.09727e+08	2.34345e+10	-8.95797e+09	-4.71374e+09	1.57908e+11	1.79012e+11	2.60136e+10	4.27497e+11	-1.59668e+10	-1.65887e+10	-1.60129e+11	1.74436e+10
2.25e-10	2.17644e+11	2.02983e+11	5.89129e+11	4.69978e+09	-6.53156e+10	-1.29919e+10	-8.93861e+09	-1.5382e+11	1.89494e+10	8.71473e+09	2.01046e+11	4.56677e+10	-1.90874e+10	3.17632e+11	1.33038e+11
2.3e-10	2.20014e+11	-1.2602e+11	-6.07579e+11	-9.32097e+09	-1.94416e+10	-7.68575e+10	-3.76527e+10	4.33639e+11	-1.43896e+11	1.32396e+10	7.24336e+10	-2.11941e+11	-7.81887e+09	-7.23009e+09	-9.32922e+09
2.35e-10	2.20573e+11	1.74229e+11	5.3558e+11	1.26412e+10	-1.85216e+11	-1.99531e+11	-4.06193e+09	-3.31335e+10	5.17417e+10	-7.43675e+09	-2.65181e+10	-7.31422e+10	2.97267e+09	-1.7272e+11	1.76661e+09
2.4e-10	2.06529e+11	1.02108e+11	-6.21281e+11	-2.10938e+10	3.29122e+11	-1.25407e+10	-7.95208e+09	-4.02404e+10	-1.5728e+11	-2.1103e+10	-1.17573e+11	2.86301e+11	-1.33376e+10	6.72814e+10	-9.42069e+10
2.45e-10	1.89401e+11	2.47718e+11	4.83048e+11	6.00453e+09	-1.00288e+11	5.64538e+10	-1.51375e+09	-1.02509e+11	2.00637e+11	-4.2092e+09	1.39397e+11	4.90802e+10	-5.85467e+09	-4.94583e+10	-2.86995e+10
2.5e-10	3.61113e+11	9.19628e+10	-9.44049e+11	-1.57398e+10	9.13589e+10	2.25491e+10	-1.15999e+09	-2.97797e+11	5.55575e+08	3.75321e+09	-1.95447e+11	3.81812e+11	1.03878e+09	-2.01723e+11	-9.97989e+10
2.55e-10	2.24554e+11	-2.98444e+10	6.30642e+11	1.99619e+08	1.02028e+11	-1.93527e+11	-8.50688e+08	3.90166e+10	-8.30319e+10	-1.2945e+10	1.26725e+11	-2.48973e+11	-1.00992e+10	-2.11961e+11	-7.43204e+09
2.6e-10	2.82592e+11	-2.90828e+10	-6.69179e+11	3.56857e+09	-1.80827e+11	8.37525e+10	-8.6769e+09	-1.06066e+10	-4.68478e+10	-2.67854e+10	1.66143e+11	-3.198e+11	7.29948e+09	-7.52711e+10	-9.55726e+10
2.65e-10	2.13935e+11	-2.27166e+11	5.90092e+11	1.4166e+09	-7.1418e+10	-1.30462e+11	-2.21759e+10	2.30227e+11	-2.70089e+11	-2.65916e+09	-1.33728e+10	-1.56814e+11	-1.32517e+10	1.5454e+11	2.21674e+11
2.7e-10	2.00338e+11	3.63305e+11	-4.94624e+11	-5.6151e+09	-1.44949e+11	1.34508e+11	-4.4984e+09	1.76753e+11	2.97224e+11	3.79938e+09	-2.62438e+11	-3.20952e+10	-6.70342e+09	4.86133e+10	5.30701e+10
2.75e-10	3.07605e+11	-5.5587e+11	5.60886e+11	-1.44759e+10	1.56817e+11	1.07436e+11	1.63788e+09	-2.98588e+11	2.4587e+11	-2.54076e+10	1.7887e+11	1.56268e+11	-2.875e+09	-1.50252e+11	1.02233e+11
2.8e-10	2.28364e+11	4.64489e+11	-3.98866e+11	2.24802e+09	-4.16757e+10	1.71047e+11	-1.83163e+10	7.18595e+10	-6.03794e+10	-6.52213e+09	-7.39013e+10	-1.55669e+11	-1.21641e+10	1.34522e+11	-3.10678e+09
2.85e-10	2.97058e+11	-4.56861e+11	5.9625e+11	1.03598e+10	8.37672e+10	-1.43568e+11	-1.14923e+10	-5.6871e+10	9.91966e+10	-1.56321e+09	3.51363e+10	4.85522e+10	-1.55234e+10	-5.21103e+10	-8.9194e+10
2.9e-10	2.50515e+11	3.45346e+11	-4.08471e+11	2.68544e+09	1.68903e+11	1.14981e+11	2.97842e+09	1.19168e+11	-1.37798e+09	4.70659e+09	-1.25488e+11	9.4783e+10	4.84753e+09	1.11521e+10	1.30871e+10
2.95e-10	3.10732e+11	-7.94514e+11	4.72943e+11	-6.09276e+09	2.02606e+11	-1.1673e+11	-4.44135e+09	-4.86393e+10	-3.67315e+10	4.18856e+09	5.594e+10	-1.82424e+10	-9.01698e+09	2.02616e+11	-2.41153e+08
3e-10	1.66438e+11	4.07447e+11	9.25889e+10	-5.46922e+09	-1.45525e+09	-2.92935e+10	-2.45247e+10	-2.05936e+11	1.83526e+11	-7.35391e+09	2.52585e+09	-5.33538e+10	1.47708e+10	-3.11741e+11	-2.94371e+10
3.05e-10	2.93871e+11	-6.93394e+11	1.80988e+11	1.24739e+10	4.65514e+10	-1.55602e+11	-1.57348e+10	1.72848e+11	-2.20738e+11	8.95055e+08	-2.48178e+10	-7.4299e+10	7.83195e+09	-8.80924e+09	3.07302e+09
3.1e-10	3.31964e+11	6.99859e+11	-7.34551e+10	2.97597e+09	-4.56538e+10	4.83538e+09	-4.81355e+09	-1.04482e+11	9.13516e+10	-2.12308e+10	3.11638e+11	-1.25193e+11	-6.56752e+09	4.78635e+10	-2.50385e+10
3.15e-10	2.64207e+11	-7.21968e+11	-2.2935e+10	-1.46555e+10	9.56757e+10	2.0052e+10	-1.41729e+10	-2.7095e+11	2.35735e+11	-7.82396e+09	-7.54899e+10	-1.68897e+11	-2.97472e+09	1.02068e+11	1.65491e+10
3.2e-10	2.82971e+11	6.8096e+11	1.88435e+11	-4.19582e+09	-2.90892e+10	-2.27402e+10	1.15889e+09	8.53142e+10	-1.79813e+11	-3.88388e+09	-7.5424e+10	-1.5983e+11	3.80757e+08	-4.50415e+10	1.17101e+10
3.25e-10	2.85253e+11	-6.55619e+11	-2.9742e+10	1.45544e+09	1.1687e+11	-1.31662e+11	-1.3159e+10	1.21604e+11	-4.82558e+10	3.79321e+09	-3.04195e+11	8.29488e+10	-2.13735e+10	1.69529e+11	-9.24769e+10
3.3e-10	2.84766e+11	6.45785e+11	-3.69668e+11	3.64673e+09	-6.20349e+10	-4.66496e+10	-1.13843e+10	-5.54365e+10	2.54752e+11	-7.52716e+09	9.51015e+10	1.49632e+11	-1.66548e+09	1.59453e+11	7.94992e+10
3.35e-10	2.59838e+11	-6.13284e+11	-2.79591e+11	-2.81925e+09	-7.06526e+10	4.91912e+10	-5.58495e+09	-2.27653e+10	-5.16348e+10	-9.56428e+09	7.35004e+10	1.44471e+11	-2.27856e+10	1.22713e+11	-8.7175e+09
3.4e-10	2.36595e+11	4.70181e+11	1.37717e+11	1.46229e+10	-2.41363e+09	2.82493e+11	2.76735e+09	9.02326e+09	-7.27996e+10	7.10085e+08	5.65462e+10	9.42029e+10	1.42914e+10	-3.25359e+11	1.50436e+11
3.45e-10	2.57885e+11	-6.41943e+11	1.26428e+10	-1.12542e+10	-1.2611e+11	1.42899e+11	1.67238e+10	-1.80912e+11	-8.67618e+09	-5.21703e+09	3.86226e+10	-1.07841e+11	2.92062e+09	-1.54912e+11	-7.09597e+10
3.5e-10	1.37689e+11	3.92655e+11	2.54672e+11	-1.12154e+10	-6.68794e+10	-1.70526e+11	-1.76844e+10	2.55246e+10	-4.24997e+10	1.07967e+09	-1.32555e+11	2.36389e+10	-1.12408e+10	-8.38973e+10	8.71496e+10
3.55e-10	2.19462e+11	-4.98096e+11	-2.42546e+11	-8.02145e+09	-1.62998e+11	-2.86745e+10	-4.40568e+09	-6.41282e+10	3.40702e+10	1.67861e+08	-7.83442e+10	3.18579e+11	-1.80174e+10	1.2179e+11	2.68361e+11
