Wed Oct  9 13:53:50 2024

<base> : Rectangle : 0m, 0m, 0m; 600nm, 20nm, 8nm. Cells : 150, 5, 2. Cellsize : 4nm, 4nm, 4nm
<supermesh> : Rectangle : 0m, 0m, 0m; 600nm, 20nm, 8nm. Cells : 120, 4, 2. Cellsize : 5nm, 5nm, 4nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (200nm, 0m, 0m; 210nm, 20nm, 8nm)			

0	3.07719e-05	0.000325521	0.000193278
5e-12	2.60579e+09	8.57288e+09	-3.01652e+11
1e-11	1.3787e+10	2.62439e+11	3.96789e+11
1.5e-11	1.4882e+10	-6.99248e+11	-2.23936e+11
2e-11	1.0765e+10	4.00527e+11	-4.15269e+11
2.5e-11	2.6179e+10	-3.97787e+11	6.98531e+11
3e-11	4.75153e+10	-2.23422e+11	-9.16128e+11
3.5e-11	6.00611e+10	6.85681e+11	6.78027e+11
4e-11	7.51377e+10	-1.16844e+12	-2.09687e+11
4.5e-11	8.54056e+10	1.08375e+12	-2.73241e+11
5e-11	1.38216e+11	-7.86703e+11	1.22075e+12
5.5e-11	1.65031e+11	-9.33031e+09	-1.54079e+12
6e-11	2.26773e+11	1.19829e+12	1.42245e+12
6.5e-11	2.05082e+11	-1.81812e+12	-4.27566e+11
7e-11	2.47669e+11	2.0627e+12	-5.7418e+11
7.5e-11	2.23628e+11	-1.133e+12	1.62271e+12
8e-11	2.10422e+11	-1.47266e+10	-1.72632e+12
8.5e-11	2.30315e+11	1.13661e+12	1.60051e+12
9e-11	2.75051e+11	-2.03281e+12	-5.05108e+11
9.5e-11	2.42317e+11	1.78617e+12	-8.13278e+11
1e-10	2.68456e+11	-1.30134e+12	1.7287e+12
1.05e-10	2.7855e+11	1.21294e+11	-1.99329e+12
1.1e-10	2.85909e+11	1.29469e+12	1.68747e+12
1.15e-10	2.50991e+11	-1.93818e+12	-5.08813e+11
1.2e-10	2.99298e+11	1.91178e+12	-9.57958e+11
1.25e-10	3.05964e+11	-1.27427e+12	1.78203e+12
1.3e-10	2.62418e+11	1.33527e+11	-1.94629e+12
1.35e-10	2.71706e+11	1.13807e+12	1.67487e+12
1.4e-10	2.70555e+11	-1.995e+12	-3.34676e+11
1.45e-10	2.73597e+11	1.95023e+12	-1.11229e+12
1.5e-10	2.77461e+11	-9.0735e+11	2.00006e+12
1.55e-10	2.86381e+11	-1.60469e+11	-2.19675e+12
1.6e-10	3.07067e+11	1.54077e+12	1.66597e+12
1.65e-10	2.85011e+11	-1.99371e+12	-4.66885e+11
1.7e-10	2.95562e+11	1.91876e+12	-9.85199e+11
1.75e-10	2.73519e+11	-1.29434e+12	1.64076e+12
1.8e-10	2.69067e+11	2.50142e+10	-2.11598e+12
1.85e-10	2.95687e+11	1.36889e+12	1.74526e+12
1.9e-10	2.82249e+11	-2.05244e+12	-7.16892e+11
1.95e-10	2.55286e+11	1.85979e+12	-6.5106e+11
2e-10	2.47371e+11	-1.27363e+12	1.58913e+12
2.05e-10	2.64754e+11	4.34383e+11	-2.07613e+12
2.1e-10	2.64748e+11	1.06195e+12	1.59343e+12
2.15e-10	2.67006e+11	-1.84633e+12	-6.28884e+11
2.2e-10	2.65521e+11	1.99849e+12	-4.13118e+11
2.25e-10	2.92296e+11	-1.27137e+12	1.71484e+12
2.3e-10	2.63668e+11	-2.43174e+10	-1.99838e+12
2.35e-10	2.64274e+11	1.18423e+12	1.62545e+12
2.4e-10	2.77972e+11	-1.99496e+12	-1.05317e+12
2.45e-10	2.98982e+11	2.12796e+12	-4.46699e+11
2.5e-10	2.90292e+11	-1.45404e+12	1.59843e+12
2.55e-10	2.80885e+11	2.96337e+11	-2.00425e+12
2.6e-10	3.05648e+11	1.16799e+12	1.84993e+12
2.65e-10	2.85409e+11	-2.01778e+12	-9.79531e+11
2.7e-10	2.81665e+11	2.20532e+12	-5.08116e+11
2.75e-10	3.1992e+11	-1.41041e+12	1.78014e+12
2.8e-10	3.04777e+11	1.40765e+11	-2.17193e+12
2.85e-10	3.13378e+11	1.10808e+12	1.94322e+12
2.9e-10	2.71599e+11	-1.86044e+12	-9.21925e+11
2.95e-10	2.73728e+11	1.98675e+12	-5.23502e+11
3e-10	2.69477e+11	-1.38779e+12	1.41477e+12
3.05e-10	2.81788e+11	-1.37796e+11	-2.22812e+12
3.1e-10	2.47339e+11	1.0573e+12	1.56616e+12
3.15e-10	2.41948e+11	-1.94823e+12	-5.80427e+11
3.2e-10	2.62413e+11	1.93963e+12	-4.20611e+11
3.25e-10	2.82335e+11	-1.27081e+12	1.76132e+12
3.3e-10	2.77342e+11	-1.2569e+11	-2.16779e+12
3.35e-10	2.20672e+11	1.23944e+12	1.2597e+12
3.4e-10	2.46482e+11	-1.95832e+12	-5.00315e+11
3.45e-10	2.79047e+11	1.94184e+12	-7.7127e+11
3.5e-10	2.80314e+11	-9.13949e+11	1.84033e+12
3.55e-10	2.99425e+11	4.19434e+10	-2.25156e+12
3.6e-10	2.75479e+11	1.32792e+12	1.6936e+12
3.65e-10	2.66087e+11	-1.93698e+12	-5.76779e+11
3.7e-10	2.73065e+11	2.05922e+12	-6.61194e+11
3.75e-10	2.88776e+11	-1.1987e+12	1.88281e+12
3.8e-10	2.79719e+11	8.61483e+09	-2.20977e+12
3.85e-10	2.06229e+11	1.08477e+12	1.24955e+12
3.9e-10	2.76742e+11	-1.90452e+12	-6.22761e+11
3.95e-10	2.85989e+11	2.03674e+12	-8.57141e+11
4e-10	2.77164e+11	-1.16016e+12	1.83251e+12
4.05e-10	2.5204e+11	2.85872e+11	-2.05458e+12
4.1e-10	2.34248e+11	1.09489e+12	1.58845e+12
4.15e-10	2.80396e+11	-2.06577e+12	-7.515e+11
4.2e-10	2.26618e+11	1.69934e+12	-5.2215e+11
4.25e-10	2.29465e+11	-1.20688e+12	1.49883e+12
4.3e-10	2.52247e+11	5.02843e+10	-1.92969e+12
4.35e-10	2.71184e+11	1.1168e+12	1.67074e+12
4.4e-10	2.84676e+11	-1.99702e+12	-7.22419e+11
4.45e-10	2.93479e+11	2.02008e+12	-8.63951e+11
4.5e-10	2.96149e+11	-1.25144e+12	1.69714e+12
4.55e-10	3.13009e+11	-1.24073e+10	-2.27643e+12
