Mon Oct 14 15:07:14 2024

<base> : Rectangle : 0m, 0m, 0m; 800nm, 20nm, 8nm. Cells : 200, 5, 2. Cellsize : 4nm, 4nm, 4nm
<supermesh> : Rectangle : 0m, 0m, 0m; 800nm, 20nm, 8nm. Cells : 160, 4, 2. Cellsize : 5nm, 5nm, 4nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (250nm, 0m, 0m; 260nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (350nm, 0m, 0m; 360nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (450nm, 0m, 0m; 460nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (550nm, 0m, 0m; 560nm, 20nm, 8nm)			

0	-3125.92	609947	89890.9	4556.98	306638	-211736	13163.7	328244	440416	38303.9	-1.03667e+06	-962334
5e-12	1.87035e+10	1.04239e+11	5.38095e+10	1.30644e+10	-4.53892e+10	1.21072e+11	2.20872e+10	7.2084e+10	-3.18043e+10	1.5101e+10	-3.04139e+11	-5.18933e+11
1e-11	2.08215e+10	3.17506e+11	8.2576e+10	1.00555e+10	1.09825e+11	7.93857e+10	1.47403e+10	-1.92473e+11	-2.68334e+11	8.74132e+09	-8.59382e+10	-2.26086e+11
1.5e-11	1.6236e+10	9.99153e+10	2.82229e+11	1.64939e+10	2.13662e+11	2.45065e+11	7.85148e+09	-3.1779e+11	-2.3093e+11	1.95464e+10	-2.30527e+11	-1.98838e+11
2e-11	1.9744e+10	-3.79649e+10	3.40518e+11	2.46623e+10	3.08558e+11	4.27498e+11	1.03956e+10	7.14062e+10	-1.45452e+11	1.61267e+10	-1.86269e+11	-4.58779e+11
2.5e-11	2.58609e+10	-3.81897e+11	3.0229e+11	1.77766e+10	1.51424e+11	3.72725e+11	1.55449e+10	2.73175e+11	-8.97886e+09	1.21608e+10	-1.93511e+10	-2.08153e+11
3e-11	4.48966e+10	-8.40427e+11	-2.81457e+11	1.79572e+10	-1.55342e+11	1.71524e+11	1.44339e+10	1.68704e+11	9.50622e+10	1.50207e+10	3.28094e+11	-2.60372e+11
3.5e-11	2.56423e+10	-3.85256e+11	-1.9435e+11	2.51425e+10	-4.56152e+11	1.20528e+11	1.13123e+10	1.43658e+11	1.91531e+11	1.20156e+10	2.41993e+11	1.70538e+10
4e-11	4.05521e+10	1.02641e+10	-7.84108e+11	2.5046e+10	-4.49069e+11	-1.06657e+11	1.89655e+10	-2.67014e+11	1.80645e+11	1.37059e+10	3.0312e+11	1.32931e+11
4.5e-11	3.17819e+10	4.84136e+11	-3.1875e+11	1.29178e+10	-1.012e+11	-1.06375e+11	1.38094e+10	-1.26149e+11	9.00646e+10	5.51433e+09	2.09851e+11	-8.73735e+10
5e-11	2.54633e+10	3.1287e+11	-3.8016e+11	2.45909e+10	-6.35516e+10	-4.07352e+11	3.13272e+10	-4.52494e+11	-2.66982e+11	1.32135e+10	-5.97944e+10	3.04261e+11
