Mon Oct 21 14:57:26 2024

<base> : Rectangle : -2.5um, 0m, 0m; 2.5um, 50nm, 5nm. Cells : 1000, 10, 1. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : -2.5um, 0m, 0m; 2.5um, 50nm, 5nm. Cells : 1000, 10, 1. Cellsize : 5nm, 5nm, 5nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (300nm, 0m, 0m; 310nm, 50nm, 5nm)			<mxdmdt> (1/s) <base> (700nm, 0m, 0m; 710nm, 50nm, 5nm)			<mxdmdt> (1/s) <base> (1um, 0m, 0m; 1.01um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (1.5um, 0m, 0m; 1.51um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (2um, 0m, 0m; 2.01um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (2.5um, 0m, 0m; 2.51um, 50nm, 5nm)			

0	-11390	-1.06276e+06	-290011	-28808.2	1.70043e+06	229512	16640.8	-182323	592528	1476.08	-431508	50244.5	-4335.19	-63240.8	1.22959e+06	13976.5	697832	233411
5e-12	3.95611e+09	-6.6526e+10	-1.06301e+11	3.03271e+09	-1.45149e+11	1.71489e+11	6.05385e+09	-4.84191e+10	8.84608e+10	-4.29711e+08	2.21875e+11	-6.8594e+09	8.29207e+09	8.36931e+10	8.48852e+09	3.13767e+10	-1.03631e+11	-9.45745e+09
1e-11	1.06122e+10	-9.43571e+10	1.2737e+11	-6.35853e+09	-1.57975e+11	-4.98312e+10	-6.85234e+09	4.17887e+10	1.76729e+11	-1.60312e+09	1.86521e+11	7.09875e+10	1.48215e+10	-6.23977e+10	-2.22459e+11	2.55248e+09	-4.77977e+10	8.22304e+10
1.5e-11	7.17835e+09	6.13388e+10	-2.60996e+10	1.02511e+10	-2.33599e+11	-1.06398e+10	6.64504e+09	1.11397e+10	-6.08331e+10	1.57048e+10	4.49276e+10	2.15114e+11	2.20587e+09	-1.07044e+11	-2.01788e+10	4.65092e+08	1.09931e+11	1.34443e+10
2e-11	-2.62741e+09	-7.8428e+10	5.22649e+10	7.50087e+09	-4.46434e+10	-1.10568e+11	-5.8166e+09	-7.03004e+10	2.16658e+10	-1.71786e+09	1.68162e+11	-2.60537e+11	6.76061e+09	3.63735e+10	-1.46035e+11	2.1469e+10	-1.19067e+11	2.04241e+11
2.5e-11	8.99409e+08	5.41096e+10	-6.92317e+10	-1.94907e+09	-4.15625e+10	1.8546e+11	6.28433e+08	-1.38041e+11	1.13463e+11	1.48466e+10	2.71275e+10	-2.81102e+11	3.03522e+09	8.85046e+10	-1.63221e+11	4.67923e+09	-1.12013e+11	-1.40253e+10
3e-11	-3.11444e+09	-7.01093e+10	-8.58732e+10	-5.27863e+09	-9.44388e+10	1.64445e+10	-5.45577e+09	1.40171e+11	-7.7001e+10	9.14087e+09	6.42805e+10	-5.13374e+10	1.09432e+10	-1.48084e+10	-1.47626e+11	-8.62597e+09	-6.51577e+10	-1.04533e+11
3.5e-11	3.88461e+09	2.31387e+10	1.59775e+11	5.36514e+09	-7.96892e+10	1.29124e+10	1.39877e+10	1.48153e+11	3.71183e+10	2.14131e+09	-9.65071e+10	-8.57638e+10	5.0251e+09	-1.11994e+11	2.66945e+11	9.37166e+09	6.00892e+10	2.49482e+11
4e-11	1.61869e+10	9.68675e+10	-1.99344e+11	4.88501e+09	7.20041e+10	-1.45094e+10	7.85035e+09	2.59249e+11	7.13601e+10	9.61088e+08	1.24286e+10	4.22055e+10	-1.07854e+10	-1.15544e+11	2.37983e+11	-1.07893e+09	-1.02191e+11	-4.62094e+10
4.5e-11	1.23983e+08	3.09735e+10	6.67018e+10	2.48085e+09	1.8223e+11	1.77128e+11	5.50737e+08	-4.86005e+10	-9.55504e+10	8.02185e+09	9.71223e+10	3.34474e+10	1.57596e+10	1.32783e+11	-6.39767e+10	6.81142e+09	3.15197e+11	2.29305e+11
5e-11	1.04209e+09	-8.51832e+09	-7.61996e+09	5.12537e+08	-9.90926e+10	5.99982e+10	-4.11628e+09	1.63336e+11	2.97226e+10	1.88964e+10	-1.36741e+11	6.65874e+10	1.72646e+10	1.9285e+11	3.09429e+10	1.82752e+09	-2.23182e+10	1.05808e+11
5.5e-11	-8.69028e+08	-1.31729e+11	3.89774e+10	4.63926e+08	5.73313e+10	5.69698e+09	1.47125e+10	-1.50131e+11	-2.57354e+09	4.48386e+09	2.09995e+10	-1.38625e+10	1.25171e+10	7.36768e+10	6.21493e+10	-7.52422e+09	-5.35358e+10	-7.43142e+10
6e-11	-4.1722e+09	3.85485e+10	-7.39083e+10	8.98267e+09	-6.09181e+10	-1.6046e+11	1.9766e+10	4.07579e+10	-5.57696e+10	1.04662e+09	8.71318e+10	3.44026e+10	-9.48687e+09	-2.14562e+11	-7.6412e+10	1.11032e+10	-3.31761e+11	-2.27563e+11
