Mon Oct 21 12:07:03 2024

<base> : Rectangle : -2.5um, 0m, 0m; 2.5um, 50nm, 5nm. Cells : 1000, 10, 1. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : -2.5um, 0m, 0m; 2.5um, 50nm, 5nm. Cells : 1000, 10, 1. Cellsize : 5nm, 5nm, 5nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (300nm, 0m, 0m; 310nm, 50nm, 5nm)			<mxdmdt> (1/s) <base> (700nm, 0m, 0m; 710nm, 50nm, 5nm)			<mxdmdt> (1/s) <base> (1um, 0m, 0m; 1.01um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (1.5um, 0m, 0m; 1.51um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (2um, 0m, 0m; 2.01um, 50nm, 5nm)			<mxdmdt> (1/s) <base> (2.5um, 0m, 0m; 2.51um, 50nm, 5nm)			

0	33968.2	1.41338e+06	908032	101514	-56204.1	-127564	217225	-607707	-696399	-31205.3	-1.38631e+06	6645.52	27939.3	-768828	54636.6	165746	993863	-881929
5e-12	-1.65593e+10	-1.72856e+11	3.8283e+10	-5.26491e+09	-7.17415e+10	1.68472e+11	1.77457e+08	5.00895e+10	-1.47205e+11	-1.59816e+10	5.94099e+10	2.82684e+11	-7.91049e+09	8.05841e+10	-3.28608e+10	-8.63479e+09	-1.54757e+11	1.95662e+11
1e-11	3.67857e+09	1.8268e+10	-1.11672e+11	1.17713e+10	2.10329e+11	1.08391e+11	1.02185e+10	-1.39191e+10	4.29429e+09	-1.70965e+10	-4.30776e+10	-3.66094e+10	-8.47337e+09	-1.97125e+11	7.68919e+10	-1.81385e+10	-6.58001e+10	2.62386e+11
1.5e-11	-6.74896e+09	-3.21844e+10	1.83947e+10	-2.24329e+10	-1.53112e+11	-5.09432e+10	-9.32314e+09	-1.43479e+11	3.79448e+09	-4.33024e+09	-9.87841e+10	-4.53201e+10	-2.38877e+10	1.31909e+11	-1.35088e+11	-3.30033e+10	-3.86331e+11	3.86437e+10
2e-11	-7.62356e+09	2.63107e+10	8.23143e+10	-5.18001e+09	1.5537e+11	-1.1968e+11	-3.3748e+10	-7.23212e+10	-3.5026e+11	-3.09248e+10	-1.98091e+11	-5.75486e+10	-8.82049e+09	-1.98806e+11	5.62372e+10	4.31385e+09	9.71997e+10	1.05311e+11
2.5e-11	-2.49901e+10	-4.29528e+10	-2.38529e+11	-4.89283e+09	1.24003e+11	3.0744e+10	3.49097e+09	-1.34416e+11	2.31307e+10	-2.29409e+10	8.71381e+10	9.39488e+10	-3.68452e+09	-5.82116e+09	-1.24876e+11	-1.83689e+09	-1.23822e+11	1.87378e+11
3e-11	3.50546e+09	1.80102e+11	-1.1685e+11	-9.94584e+09	8.63648e+10	-2.13719e+11	-1.53478e+10	1.15839e+11	-4.94607e+10	-1.84737e+10	1.91125e+11	1.80691e+11	-1.38003e+09	-9.24436e+10	-2.44108e+09	7.34124e+09	-2.55105e+11	1.45507e+11
3.5e-11	2.05636e+08	3.00912e+10	3.82583e+10	-1.31796e+10	-3.30042e+10	1.80859e+10	-1.80569e+10	-1.63921e+11	3.22579e+11	-3.05828e+10	-3.489e+11	1.2571e+11	-1.80309e+10	2.2085e+11	2.56106e+11	-3.58383e+09	-7.29023e+10	1.58127e+11
4e-11	1.27326e+10	-1.50665e+11	1.26277e+11	-6.88402e+09	3.1236e+11	-2.4697e+10	-5.85504e+09	1.31328e+11	-2.55388e+11	-2.76406e+09	7.14062e+10	-1.15201e+11	-1.74305e+10	2.42177e+11	7.67803e+10	-3.89076e+08	1.16084e+11	1.76168e+11
4.5e-11	-1.92524e+10	2.49673e+11	3.60063e+10	-6.02551e+10	-2.88395e+11	-1.39633e+11	8.93431e+09	1.35429e+11	1.85665e+11	1.02107e+10	8.15957e+10	1.47631e+11	-9.63924e+09	-2.90432e+10	-6.51675e+10	-1.00403e+10	-4.88165e+10	5.47576e+10
5e-11	2.68215e+08	3.24524e+11	4.02801e+10	-2.06927e+10	2.28491e+11	6.51519e+10	-1.41829e+10	-9.95145e+10	-1.2356e+11	1.57358e+09	-1.11409e+11	2.44975e+10	-1.26612e+10	9.14154e+10	1.55367e+11	-2.25557e+10	-1.29329e+09	-6.07954e+09
5.5e-11	-1.50813e+10	-9.70591e+09	-9.94161e+10	-1.45463e+09	1.55752e+11	6.35873e+09	2.8125e+09	-3.50643e+10	1.56259e+11	-1.19334e+10	7.29495e+10	1.26849e+11	-9.8751e+09	-1.71712e+11	-3.49412e+09	-5.9931e+09	4.97198e+10	4.14516e+09
6e-11	2.67035e+09	-1.51089e+11	6.55251e+10	-1.31782e+10	1.05952e+11	6.46425e+10	-1.44568e+09	-8.32825e+08	-2.03313e+10	9.95956e+09	-6.42278e+10	2.8655e+11	-2.13053e+10	-1.18196e+11	1.66568e+11	-1.64469e+10	1.12992e+11	2.16644e+11
6.5e-11	-3.72094e+09	-1.22213e+11	3.42445e+11	-8.28099e+09	-5.5492e+10	9.73306e+10	1.20614e+10	-1.8369e+11	7.56129e+10	2.90486e+09	2.49526e+11	1.06565e+11	2.62056e+09	-1.117e+11	1.73413e+11	-1.0466e+10	1.15355e+11	3.6389e+10
7e-11	1.34543e+10	-5.42061e+10	-1.07764e+11	-2.0338e+09	7.5147e+10	2.82437e+10	-1.65908e+10	2.15523e+11	-2.47983e+10	6.98804e+09	9.24248e+09	2.01395e+11	-9.83455e+09	-3.45985e+11	-3.24002e+11	-1.78853e+09	1.75724e+11	-4.33915e+10
7.5e-11	6.62354e+09	1.83554e+11	-8.03838e+10	-7.65962e+09	9.4348e+10	-9.59986e+10	-1.11545e+10	-7.09292e+10	2.30922e+11	1.41623e+09	4.70746e+10	-4.27257e+10	3.87854e+08	-1.36641e+11	1.39939e+11	-2.4722e+10	-2.81105e+10	2.56818e+11
8e-11	7.05783e+09	-1.03056e+11	7.16003e+10	-1.02801e+10	2.79534e+10	-2.57618e+11	-1.2669e+10	-9.05658e+09	5.04471e+10	-3.32782e+10	2.07597e+11	1.59263e+11	3.83227e+09	-3.43473e+09	-2.00446e+10	-2.67498e+10	-4.90776e+10	5.55505e+10
8.5e-11	-4.40428e+09	-9.98996e+10	1.99715e+11	2.77825e+09	1.87379e+11	-2.46504e+11	1.23972e+10	-1.66917e+11	2.23611e+11	-2.37456e+09	1.36284e+11	6.73523e+10	1.14791e+10	-1.13441e+11	2.5098e+11	-1.77057e+09	9.59268e+10	-1.0297e+11
9e-11	5.52416e+08	1.41774e+11	-2.34823e+11	1.10084e+10	1.41895e+11	-3.23347e+11	-3.27734e+10	7.68468e+10	-3.73145e+11	-2.44857e+10	1.66887e+11	-6.77493e+09	-2.04917e+10	2.21092e+11	-5.22202e+10	-1.11387e+10	1.10924e+11	-1.35328e+11
9.5e-11	-9.16391e+09	-8.38706e+10	-1.39966e+11	-3.20227e+09	4.05334e+10	-1.22752e+11	-3.87549e+09	-7.51831e+10	7.78904e+10	-2.20088e+09	-1.89918e+11	1.26204e+11	-5.75893e+09	2.08946e+11	4.52055e+10	-2.5739e+09	1.06624e+11	-4.94221e+09
1e-10	-1.54521e+09	2.62816e+10	-2.6092e+11	-8.11973e+09	4.12391e+10	3.71049e+10	-6.27135e+09	3.56515e+10	-1.02954e+11	1.30883e+09	9.10529e+10	1.55654e+11	-8.04339e+09	2.45263e+11	1.50304e+09	-1.1236e+10	1.69376e+11	3.0776e+10
1.05e-10	-1.24438e+10	-6.98699e+10	9.7128e+10	2.50542e+09	5.67837e+10	-1.51893e+11	1.50213e+10	-8.01076e+10	6.73216e+10	-1.16359e+10	2.98968e+10	-3.1011e+10	-2.2916e+10	4.52535e+10	7.70116e+10	-1.37773e+10	1.15508e+11	-6.5774e+10
1.1e-10	-5.20209e+09	-2.8601e+11	9.07937e+10	-5.72094e+09	9.34375e+10	8.73585e+10	-1.47089e+09	1.8004e+11	-8.53082e+10	-7.03789e+09	6.60721e+10	-1.33918e+10	-3.21318e+08	7.42035e+08	-1.79032e+11	-7.95646e+09	-1.0185e+10	3.66707e+10
1.15e-10	-5.95663e+09	-1.98258e+11	-1.32232e+11	-4.96652e+09	-2.30132e+10	-1.90975e+10	8.42678e+09	-1.29139e+11	-3.8942e+11	1.83306e+10	1.07218e+11	-2.5338e+11	-6.89221e+09	1.77715e+11	1.80852e+10	-2.36175e+10	2.76075e+11	-7.30688e+10
