Sat Oct 12 16:08:33 2024

<base> : Rectangle : 0m, 0m, 0m; 800nm, 20nm, 8nm. Cells : 200, 5, 2. Cellsize : 4nm, 4nm, 4nm
<supermesh> : Rectangle : 0m, 0m, 0m; 800nm, 20nm, 8nm. Cells : 160, 4, 2. Cellsize : 5nm, 5nm, 4nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<mxdmdt> (1/s) <base> (250nm, 0m, 0m; 260nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (350nm, 0m, 0m; 360nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (450nm, 0m, 0m; 460nm, 20nm, 8nm)			<mxdmdt> (1/s) <base> (550nm, 0m, 0m; 560nm, 20nm, 8nm)			

0	-1.08083e-06	0.000374349	0.00069987	-4.48863e-05	-0.00201823	0.000295003	6.54856e-06	-0.000638835	-0.000232951	-3.61125e-05	-0.000309245	0.00094401
5e-12	8.47772e+10	-1.24761e+12	2.31599e+11	4.89608e+09	-2.25009e+11	2.89504e+11	3.79785e+10	-1.0427e+12	8.80138e+11	1.63498e+10	-4.74232e+11	6.40717e+10
1e-11	4.98216e+10	-5.00048e+11	-4.97335e+11	2.9128e+10	-4.18369e+11	1.48723e+11	1.67866e+10	-2.2181e+11	1.26329e+11	1.37505e+10	-5.9922e+11	4.49435e+11
1.5e-11	4.17761e+10	-6.17749e+10	-5.83603e+11	2.80204e+10	-5.4713e+11	4.69578e+10	1.1865e+10	-2.9048e+11	1.14952e+11	7.97911e+09	1.27198e+11	2.6275e+11
2e-11	2.52522e+10	3.19433e+11	-2.99818e+11	3.23606e+10	-2.24608e+11	-3.63066e+11	2.26329e+10	-3.28374e+11	3.63686e+11	1.35341e+10	1.2735e+11	2.65808e+11
2.5e-11	3.1062e+10	4.56732e+11	7.06021e+09	2.77696e+10	1.34093e+11	-5.48309e+11	1.9084e+10	-3.11379e+11	-5.66773e+10	1.39754e+10	-2.66283e+11	2.67224e+11
3e-11	2.51656e+10	4.6189e+11	2.97256e+11	1.94426e+10	1.81779e+11	-1.52949e+11	2.29976e+10	-3.28651e+11	-2.95573e+11	1.20656e+10	-8.08089e+10	1.43477e+11
3.5e-11	3.25412e+10	1.87953e+11	4.66198e+11	1.58036e+10	2.51191e+11	1.71771e+11	1.3724e+10	-3.40491e+10	-6.38921e+10	1.41178e+10	-3.27737e+11	-1.46045e+11
4e-11	2.65581e+10	-1.72431e+11	4.17912e+11	1.95486e+10	2.74027e+11	2.53823e+11	1.1778e+10	1.42398e+11	-1.42269e+11	1.15259e+10	1.35413e+11	-4.69477e+10
4.5e-11	2.56739e+10	-3.98333e+11	-1.95405e+10	1.79471e+10	5.10569e+10	2.49808e+11	1.92378e+10	3.59461e+11	5.30222e+10	1.29766e+10	-8.43478e+10	-6.67234e+10
5e-11	3.01751e+10	-4.62794e+11	-3.86224e+11	2.81362e+10	-3.08803e+11	2.66514e+11	1.67129e+10	-3.30116e+10	3.49407e+11	9.63118e+09	2.85969e+11	-2.05723e+10
5.5e-11	2.76632e+10	-4.37512e+11	-8.03759e+10	2.27108e+10	-3.82131e+11	2.36115e+10	1.43231e+10	-5.15208e+09	3.314e+11	1.33671e+10	2.31127e+11	1.84363e+10
6e-11	2.84326e+10	-3.07991e+10	-5.74452e+11	2.36977e+10	-4.64984e+11	-3.9063e+10	1.68375e+10	6.55414e+09	3.39207e+11	1.48018e+10	2.91463e+11	2.13757e+11
6.5e-11	3.33736e+10	3.30554e+11	-4.47925e+11	3.62307e+10	-4.43073e+11	-3.24308e+11	1.96523e+10	-4.37943e+11	-3.73688e+10	8.9629e+09	1.18266e+11	-4.18331e+10
